Term or Phrase,Date,Time,User,User Affiliation,Media Platform,Link to Post,Post Text,Screenshot,Image,Linked Media,Likes,Comments,Shares,Antisemitic (Y/N),Hateful,Violent,Offensive,Negative,Homophobic,Transphobic,Racist,Misogynistic,Xenophobic,Trope Classification,Primary Coder,Coder 2,Coder 3,Notes
Cabal,1/21/2023,,Anonymous,,Disqus,https://www.mediaite.com/tv/rand-paul-promises-free-speech-battle-with-fbi-in-reaction-to-director-bragging-about-collaborating-to-censor-americans/#comment-6095817720,"The Liberal World Order (aka the Globalists / The Cabal / The Zionists) has declared full war on America and on any Christian conservative nation (Hungary, Poland, Russia, Brazil). Or we fight and defeat them once and for all, or we become their slaves.",Cabal_51,,,0,0,NA,Y,0.309,0.895,0.452,0.814,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,Globalists / The Cabal / The Zionists
Cabal,12/30/2022,,Anonymous,,Bitchute,https://www.bitchute.com/video/if9QG5IZlTJB/,AND THE EVIL LYING DEEP STATE CABAL SATANIC SCUM BAGS ALL NEED TO BE ROUNDED UP AND EXECUTED.,Cabal_52,,,7,2,NA,Y,0.245,0.952,0.457,0.978,0,0,0,0,0,"1, 8",coder 1,coder 2,coder 3 ,Jews as servants of Satan
Cabal,01/05/23,,Anonymous,,Bitchute,https://www.bitchute.com/video/TT52E2cKn7C1/,Bullshit‚Ä¶.the cabal are calling the shots and the talking heads are blaring it‚Ä¶‚Ä¶need to take out the puppetmasters behind the curtain any which way‚Ä¶‚Ä¶.organise traps‚Ä¶..dont waste time in theory,Cabal_53,,,2,1,NA,Y,0.396,0.902,0.475,0.95,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Cabal,12/26/2022,,Anonymous,,Bitchute,https://www.bitchute.com/video/a35FIkluN12J/,"There is no other """"emergency"""" but the Cabal! Get rid of them and everything might go back to normal eventually!",Cabal_54,,,10,1,NA,Y,0.2,0.894,0.48,0.678,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,"Comment is ""(((Cabal)))"""
Cabal,12/28/2022,,Anonymous,,Disqus,https://newspunch.com/it-would-be-dangerous-not-to-prosecute-trump-says-schiff/#comment-6075983792,Spot on! PDJT will destroy the satanic cabal & they are terrified of this. Their evil organization is the danger to the world & it's why they all must be exterminated.,Cabal_55,,,NA,NA,NA,Y,0.31,0.93,0.518,0.961,0,0,0,0,0,"1, 8",coder 1,coder 2,coder 3 ,"""Comment Deleted""; Jews as servants of Satan"
Cabal,12/25/2022,,Anonymous,,8kun,,"Merry Christmas Anons‚Ä¶.It has been a helluva ride so far.""23 brings the pain-""2023 hopefully the pain is for them this time.I know deep down these are all actors or compromised agents of the cabal being destroyed from within. If I felt otherwise would likely resort to violence, so thank Q for future proves past shit that keeps all safe except paid and braindead liberals. So thanks, and Merry Qmas to all and to all Goodnight.Love you shitposting autists with all my drunken heart. Each and every one of you faggots have a place in my heart and since 2016 seeing the same faggots is heartwarming, like a cozy pub of friends - that place that always knows your name‚Ä¶ ""Anon"".",Cabal_56,,,NA,NA,NA,Y,0.523,0.546,0.579,0.059,1,1,0,0,0,1,coder 1,coder 2,coder 3 ,QAnon ties
Cabal,12/07/22,,Anonymous,,8kun,,>>17722124 Cabal member extermination,Cabal_57,,,NA,NA,NA,N,0.263,0.968,0.493,0.948,0,0,0,0,0,,coder 1,coder 2,coder 3 ,"""Context Unclear"""
Cabal,01/01/23,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/410419664#p410430878,>>410419664 no fucking wonder they're pushing for new wars every day. everyone in charge of the world should be brutally executed by the state without hesitation. I'm sick of this shit. everyone with wealth power and/or influence doing anything to further the aims of the jewish cabal and MIC should be killed. period.,Cabal_58,,,NA,NA,NA,Y,0.425,0.896,0.537,0.985,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,"""Jewish Cabal"""
Cabal,12/27/2022,,Anonymous,,4chan,https://boards.4chan.org/biz/thread/53029463#p53029924,>>53029523 kill yourself you kikeyou will never have a single drop of my blood to feed on you jewish cabal subhumanYOU HEARD THAT YOU FUCKING JEW??? not a single drop of blood for you!,Cabal_59,,,NA,NA,NA,Y,0.809,0.886,0.456,0.957,0,0,1,0,0,"1, 5",coder 1,coder 2,coder 3 ,"""kike"", ""subhuman"""
Cabal,1/30/2023,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/414149293#p414175878,>>414172699 >The great reset will happen next week>JFK and Princess Diana will come back>Trump is still the president>Trump is speaking like Biden because Biden will answer to Trumps crimes that Biden actually did>The cabal will soon be exterminated>God bless youQtards literally live in an imaginary world.,Cabal_60,,,NA,NA,NA,Y,0.218,0.881,0.46,0.272,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,QAnon ties
Cosmopolitan Elite,12/01/22,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/406666840#p406679603,>>406666840 >I'm a shop owner inside an upper middle-class mall at a cosmopolitan elite urban center. Reinforcing religious customs and spanking people for not complying will definitely not scare customers away.>>406671911 On the spot.,Cosmopolitan Elite_1,,,N/A,N/A,N/A,N,0.204,0.144,0.5,0.76,0,0,0,0,0,,coder 1,coder 2,coder 3 ,
Cosmopolitan Elite,01/07/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1458432671397974034,"The strategy of the United States to box Russia and China in with puppet states in order to maintain a unipolar world is doomed to failure. Even if the US was to succeed--is the cure perhaps worse than the disease? Should the US be fomenting war across the globe in order to maintain its hegemony, a hegemony whose only legitimacy is that it supposedly is preventing a great power war (WWIII).The US shouldn't have toppled the elected government of Ukraine to install a puppet government (Zelensky). They shouldn't have coordinated with the UK to blow up the Nordstrom Pipeline and plunge Europe into a fuel crisis and subsequent economic crisis.Russia and Putin are the rational actors in this scenario. The United States government is controlled by interest groups that are only seeking to enlarge their own power. The US government does not represent the will of the citizenry, and condemning it is not a condemnation on the principles of freedom, democracy, etc.The USA is being set up to fail.The â€œrootless cosmopolitan eliteâ€ have been constructing elaborate safehouses for decades in preparation for this. Think New Zealand bunkers.The US will probably collapse in the next five years (primarily due to the consequences of privatised central banking) but the â€œrootless cosmopolitan eliteâ€ will blame the Constitution and the fundamental beliefs which created the country.They have also successfully made it one of the most hated nations globallyThe disease will blame the host.Internally, the press will claim to Americans that â€œnobody could have seen this coming,â€ Globally the press will claim that that Americans â€œdeserve it,â€ and once the fires of collapse die down, the burnt and balkanised pieces will be gobbled up wholesale without the problem of a Constitution founded upon the ideas of natural law and god-given rights.Then the new era of slavery will begin, for those few who survived the global population cull.",Cosmopolitan Elite_2,,,0,0,0,Y,0.406,0.667,0.482,0.964,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Cultural Marxism,12/02/22,,Anonymous,,GETTR,https://www.gettr.com/comment/c1lr71qa4ee,"Liz HighCheekBone Warren is a Progressive Cultural Marxist. Everything she does and believes is part of the long, slow, methodical march toward cultural marxism that has been going on for a century now. Though they have indeed hit the accelerator in the past decade.",CulturalMarxism_1,,,,,,N,0.29,0.047,0.485,0.067,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/02/22,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/406800611#p406820996,>>406820466 The spicy ideas worth seeing are in that 20%. Cultural marxism is a mental illness that can't survive debate. It stays alive like a cancer because it is defended by censorship. The censorship creates the illusion of a consensus that does not actually exist. It's a social engineering tactic. https://www.filmpreservation.org/preserved-films/screening-room/anarchy-u-s-a-1966,CulturalMarxism_2,http://i.4cdn.org/pol/infotable-frankfurt-school.png,,,,,N,0.379,0.144,0.48,0.94,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/02/22,,Anonymous,,Disqus,https://www.mediaite.com/tv/daily-show-mash-up-shows-how-white-supremacist-nick-fuentes-isnt-that-different-from-fox-news-hosts/#comment-6055190517,Cultural Marxism isn‚Äôt a thing but thanks for playing.,CulturalMarxism_3,,,,,,N,0.192,0.044,0.468,0.027,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/02/22,,Anonymous,,Disqus,https://www.mediaite.com/news/ben-shapiro-disagrees-with-elon-musk-on-banning-kanye-west-on-twitter-doesnt-consider-recent-actions-to-be-incitement/#comment-6055821463,">""Freedom of speech and expression in the Weimar Republic led to a 
 drugged out perverted society more disguising than America today."" 
 You seem to enjoy your free expression. Your avatar is a Confederate flag, a symbol of rebellion and insurrection against this very country. Do you think you could get away with displaying that flag in a country that does not grant you free expression? >""That is why the National Socialists won."" 
 By any reasonable standard, the National Socialists certainly did not win. >""... that is why today Georgia 
 Melony has won in Italy they were the reaction to the Russian communist revolution and Cultural Marxism then and now"" 
 This single election hardly constitutes a comeback of National Socialism.",CulturalMarxism_4,,,,,,N,0.278,0.132,0.495,0.881,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/03/22,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/406899118#p406899821,"Jews wanted you to hate their minions, because cultural Marxism is a divide & conquer strategy. And you like it because you're addicted to outrage. Redpill normies.",CulturalMarxism_5,,,,,,Y,0.288,0.12,0.528,0.862,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/05/22,,Anonymous,,Disqus,https://politicalwire.com/2022/12/05/ex-town-official-gets-15-days-for-breaching-capitol-on-january-6/#comment-6058134695,"""On its website, the group describes itself as ‚Äúa right of center civil rights organization focusing on defending the Constitution, opposing gender madness and defeating cultural Marxism.‚Äù So they're homophobic, racist, insurrectionist nazis and violent trumpholes. Got it 15 days in jail is a joke, and hardly a deterrent to future assaults on democracy. I sincerely hope it's the worst 15 days of her life.",CulturalMarxism_6,,,,,,N,0.303,0.4,0.524,0.968,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/06/22,,Anonymous,,Communities,https://communities.win/c/KotakuInAction2/p/16ZXCjwFVw/the-linux-foundation-is-being-used-to-funnel-money-for-the-terrorist-financing-of-regressive-leftist-organizations/c/4TogePazwbT,"Have you seen who donates to the Linux Foundation? You didn't think organization was somehow different from all the other cultural marxism organizations, did you?",CulturalMarxism_7,,,,,,N,0.253,0.042,0.506,0.927,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/07/22,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/407404500#p407449290,>>407404500 It‚Äôs literally gooks in chine typing responses from a script to push cultural Marxism. AI is a meme.,CulturalMarxism_8,,,,,,N,0.553,0.069,0.462,0.882,0,0,1,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/08/22,,Anonymous,,Telegram,https://t.me/SpecialQForces/58901,"üî• RUSSIAN SPECIAL MILITARY OPERATION O V Z -->> https://rumble.com/v1iw1xz-russian-special-military-operation-o-v-z.html üî• CONFIRMED - CIA WAS BEHIND THE 2014 COUP -->> https://rumble.com/v1qmfzb-confirmed-cia-was-behind-the-2014-coup.html üî• DOKU: UKRAINE ON FIRE & FUCK THE EU (NULAND) -->> https://rumble.com/v1jjrut-doku-ukraine-on-fire-and-fuck-the-eu-nuland.html üî• THE WAR IS ON! MILITARIES VS THE NEW WORLD ORDER: >> RUSSIA UNDER ATTACK -->> https://rumble.com/v1r9ej0-the-war-is-on-militaries-vs-the-new-world-order-russia....html üî• Donbass War: Summer 2014 -->> https://rumble.com/v1jxg03-donbass-war-summer-2014.html üî• C.I.A - 70 YEARS IN UKRAINE -->>> https://rumble.com/v1k5uz1-the-cia-70-years-in-ukraine.html üî• Fascism: A History / 2021 -->> https://rumble.com/v1o4zy4-fascism-a-history-2021-europe-ussr.html - üî• NAZISM IN THE 21st CENTURY -->> https://rumble.com/v1sbknw-nazism-in-the-21st-century-denazification-is-the-only-way.html ‚öîüá∑üá∫ ‚öî PRESIDENT PUTIN - COMMANDER IN CHIEF, deNAZIfication HERO and SATANIC ELITE ELIMINATOR -->> https://rumble.com/v1n39bm-putin-president-putin-commander-in-chief-denazification-hero-and-satanic-el.html ‚öîüá∑üá∫ ‚öî PUTIN vs THE DEEP STATE PART 1 - DENAZIFICATION -->> https://rumble.com/v1n18hc-putin-vs-deepstate-part-1.html ‚öîüá∑üá∫ ‚öî PUTIN VS THE DEEP STATE ‚Äî PART TWO ‚Äî RED LINES -->> https://rumble.com/v1n3hoy-putin-vs-the-deep-state-part-two-red-lines.html ‚öîüá∑üá∫ ‚öî PUTIN VS THE DEEP STATE ‚Äî PART THREE‚Äî THE WAR FOR THE WORLD -->> https://rumble.com/v1n1emq--putin-vs-the-deep-state-part-two-red-lines.html üî•CHILDREN OF DONBASS -->> https://rumble.com/v1odju5-children-of-donbass-the-war-is-on-children-vs-the-nazis-saveourchildren.html üî•CHILDREN OF DONBASS FULL DOKU -->>> https://rumble.com/v1oavs3-children-of-donbass-2022-ukraine-donbass.html üî•NAZI CRIMES AGAINST HUMANITY -->> https://rumble.com/v1ob23l-operation-ukraine-nazi-crimes-without-punishment-2022.html ‚öîüá∑üá∫ ‚öî DENAZIFICATION - Inside Russia‚Äôs Special Military Operation / FULL DOKU 2022 -->> https://rumble.com/v1k6r0x-denazification-inside-russias-special-military-operation-full-doku-2022.html ‚öîüá∑üá∫ ‚öî DENAZIFICATION - Operation Liberation / FULL DOKU 2022 -->> https://rumble.com/v1k6k41-denazification-operation-liberation-full-doku-2022.html üî•OPERATION UKRAINE - NAZI WAR CRIMES -->> https://rumble.com/v1ob23l-operation-ukraine-nazi-crimes-without-punishment-2022.html Büí•Qüí•Qüí•Qüí•Qüí•M - Putin: Coronavirus was part of the biological weapons program in Ukraine -->> https://rumble.com/v1smkke-bqqqqm-putin-coronavirus-was-part-of-the-biological-weapons-program-in-ukra.html üî• Fascism: A History / 2021 #Europe #USSR -->> https://rumble.com/v1o4zy4-fascism-a-history-2021-europe-ussr.html - üî•Russophobia: History of Hate / DOKU 2022 -->> https://rumble.com/v1kdadz-russophobia-history-of-hate-doku-2022.html üî• CULTURAL MARXISM AGENDA OF THE NWO -->> https://rumble.com/v1k9c5f-cultural-marxism-agenda-of-the-nwo.html üî• Cultural Marxism - RETARDED LIBERALISM / SOCIALISM Explained --> https://rumble.com/v1qbqpl-cultural-marxism-retarded-liberalism-socialism-explained-in-7-minutes.html üî• FAST FORWARD TO FASCISM - https://rumble.com/v1irs0l-fast-forward-to-fascism.html üî• HOW UKRAINIAN CHILDREN ARE TAUGHT TO HATE RUSSIANS - https://rumble.com/v1vdkbe-how-ukrainian-children-were-taught-to-hate-russians.html BRAVE HERQS - THE SAVIORS OF DONBASS -- https://rumble.com/v1iy999-brave-herqs-the-saviors-of-donbass.html ALL REPORTS OF üá∫üá∏‚ò£Ô∏è üá∫üá¶BIOWEAPON LABSüá∫üá∏ ‚ò£Ô∏èüá∫üá¶ -->> https://t.me/EXPOSEthePEDOSendOfTheCABAL/15876 üî• CHRONOLOGICAL OVERVIEW: RUSSIA vs DeepState -->> https://t.me/EXPOSEthePEDOSendOfTheCABAL/21796 #EXPOSEthePEDOSendOfTheCABAL topic connected with @DUMBSandUNDERGROUND",CulturalMarxism_9,,,,,,Y,0.406,0.318,0.43,0.954,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/08/22,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/407592788#p407592788,"what happened to cultural/neo-marxism?A couple of years ago everyone was talking about cultural marxism and how it is the weapon being used to attack western civilization.Now it seems to have completely disappeared from the right wing lexicon. you hardly ever see people talking about it, especially on /pol/.it's as if people have forgotten that neo-marxist principles such as critical theory are the bedrock and fuel of globohomo.Breaking down of gender, the destruction of the nuclear family, equality of outcome, white guilt, desecration of history etc all stem from neo-marxism. what happened?why did the conversation move away?",CulturalMarxism_10,http://i.4cdn.org/pol/Pol_cultural_Marxism_conspiracy_flowchart[1].jpg,,,,,N,0.297,0.085,0.459,0.985,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/08/22,,Anonymous,,GETTR,https://www.gettr.com/comment/c1m7t6lbdcf,"MN has a 17 BILLION dollar surplus, and the only thing they are saying on our local news is √¢¬Ä¬úhow should we spend it?√¢¬Ä¬ù√¢¬Ä¬¶. These thieves are so confident and Americans so weak, that they actually think they can rob us in the daylight and we just nod our heads like good little slaves√¢¬Ä¬¶ That√¢¬Ä¬ôs nearly $3500 per person in our state (WITHOUT removing the non-working population from that math). A moral society would give every penny back to their people, especially in a time of rampant inflation and economic hardships√¢¬Ä¬¶ a slave state spends every dime on cultural Marxism. What do you think the outcome will be?!",CulturalMarxism_11,,,,,,N,0.353,0.379,0.499,0.918,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/08/22,,Anonymous,,GETTR,https://www.gettr.com/comment/c1m91x3b2ae,"cultural marxism is rejecting God and calling Him a liar that He is a just God who have given mankind His statutes and we have broken every one of them... remember, ""the wages for sin is DEATH...""",CulturalMarxism_12,,,,,,N,0.309,0.16,0.501,0.938,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/09/22,,Anonymous,,4chan,https://boards.4chan.org/pol/thread/407609011#p407623515,">>407623060 Unless you're from a white country that's magically avoiding cultural Marxism you should stfu because you're next, or maybe you're just a jogger.",CulturalMarxism_13,http://i.4cdn.org/pol/c3595463b161874694a675c29e551346.jpg,,,,,N,0.365,0.193,0.428,0.97,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/11/22,,Anonymous,,GreatAwakening,"https://communities.win/c/GreatAwakening/p/16ZXM69AGL/recently-freed-from-jail-in-the-us,-the-""merchant-of-death""-viktor-bout-tells-maria-butina-how-horrified-he-was-to-learn-in-america-that-there-are-72-genders/c/4TohGkUGeQa","Yeah, I know. It seems like the gender has gone from digital to analog, where there is an infinite number of variances.
 
 
 
 I have done some research on the Frankfurt School, and this is just another aspect of the cultural Marxism that is invading the western world. In classical Marxism, they tried unsuccessfully to divide us into classes (rich/poor).
 
 
 
 They expected the uprising of the proletariat, but it never happened. Today they are attempting the same revolution by dividing us across social/cultural norms. Feminism, wokeism, political correctness, identity politics, gender confusing, etc., are in my opinion all a result of the Frankfurt School.
 
 
 
 Unfortunately they have come a long way...",CulturalMarxism_14,,,,,,Y,0.254,0.124,0.481,0.952,0,1,0,0,0,1,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/13/22,,Anonymous,,Patriots,https://communities.win/c/TheDonald/p/16ZXQjPmGD/based-if-true/c/4TohHCXj50r,Cultural Marxism is super real. I hope Musk finds peace and also kicks some ass.,CulturalMarxism_15,https://media.patriots.win/post/QWf8OzG5EiR9.png,,,,,N,0.187,0.276,0.521,0.054,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/14/22,,Anonymous,,Patriots,https://communities.win/c/TheDonald/p/16ZXQmpVia/chatgpt's-losing-it./c/4Toha1pxe3W,"What people seem to be happy calling ‚Äúliberalism‚Äù these days is actually cultural Marxism. Back in the day, liberals were pretty cool. I lived in Austin‚Ä¶ to see what it has become is just disgusting.",CulturalMarxism_16,https://media.patriots.win/post/MGqalrqW2ABV.png,,,,,N,0.272,0.1,0.529,0.961,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Cultural Marxism,12/14/22,,Anonymous,,Bitchute,https://www.bitchute.com/video/cqhIJ8KdFTdS/,"There is not more important political subjects to deal with than to talk about the sexual preferences of people , we know that Kanye, Tim Pool and Nick Fuentes are controlled opposition , cultural marxism is not just about sexual liberation, let's understand the difference between promotion and toleranceEdited 2 hours ago",CulturalMarxism_17,,,,,,N,0.27,0.227,0.483,0.314,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
